0.401101,0.401101, 0.849952, 0.859502
0.401101,0.23875, 0.697151, 0.859502
0.1528,0.23875, 0.697151, 0.611201
0.1528,0.0859502, 0.534801, 0.601651
0.0764001,0.0859502, 0.534801, 0.525251
0.0764001,0.10505, 0.324701, 0.515701
0.1146,0.10505, 0.324701, 0.2292
0.1146,0.0955002, 0.2101, 0.2292
0.0859502,0.10505, 0.2101, 0.20055
0.0859502,0.0764001, 0.191, 0.20055
0.0668501,0.0764001, 0.191, 0.1719
0.0668501,0.0573001, 0.1719, 0.1719
0.0477501,0.0573001, 0.1719, 0.1528
0.0382001,0.0382001, 0.14325, 0.1528
0.0191,0.0382001, 0.14325, 0.1337
0.0191,0.0668501, 0.0286501, 0.1337
0.16235,0.0764001, 0.0286501, 0.12415
0.16235,0.23875, 0.12415, 0.1337
0.267401,0.23875, 0.1146, 0.0859502
0.267401,0.267401, 0.0859502, 0.0764001
0.286501,0.267401, 0.0764001, 0.0573001
0.286501,0.296051, 0.0573001, 0.0573001
0.401101,0.296051, 0.0477501, 0.0382001
0.401101,0.305601, 0.14325, 0.0382001
0.18145,0.296051, 0.14325, 0.25785
0.18145,0.10505, 0.334251, 0.25785
0.0764001,0.10505, 0.343801, 0.362901
0.0859502,0.0477501, 0.391551, 0.372451
0.0477501,0.0477501, 0.401101, 0.401101
0.0382001,0.0668501, 0.296051, 0.410651
0.1528,0.0668501, 0.296051, 0.20055
0.16235,0.2483, 0.1146, 0.20055
0.267401,0.2483, 0.1146, 0.0955002
0.25785,0.276951, 0.0859502, 0.0859502
0.296051,0.276951, 0.0764001, 0.0668501
0.296051,0.305601, 0.0573001, 0.0668501
0.315151,0.305601, 0.0573001, 0.0477501
0.324701,0.391551, 0.0477501, 0.0382001
0.296051,0.382001, 0.0477501, 0.1528
0.286501,0.1719, 0.267401, 0.1528
0.10505,0.1719, 0.276951, 0.343801
0.0955002,0.0668501, 0.372451, 0.343801
0.0573001,0.0764001, 0.372451, 0.382001
0.0573001,0.0477501, 0.391551, 0.382001
0.0477501,0.0477501, 0.401101, 0.305601
0.0573001,0.1528, 0.2101, 0.315151
0.23875,0.16235, 0.20055, 0.12415
0.2292,0.2483, 0.10505, 0.12415
0.286501,0.2483, 0.10505, 0.0764001
0.286501,0.276951, 0.0764001, 0.0668501
0.305601,0.276951, 0.0764001, 0.0573001
0.305601,0.305601, 0.0477501, 0.0477501
0.391551,0.315151, 0.0477501, 0.0477501
0.391551,0.286501, 0.1528, 0.0477501
0.1719,0.286501, 0.16235, 0.267401
0.18145,0.1146, 0.324701, 0.267401
0.0859502,0.1146, 0.334251, 0.362901
0.0859502,0.0764001, 0.362901, 0.362901
0.0573001,0.0859502, 0.362901, 0.391551
0.0573001,0.0573001, 0.391551, 0.391551
0.0573001,0.0477501, 0.391551, 0.315151
0.0573001,0.1528, 0.2101, 0.315151
0.2483,0.16235, 0.20055, 0.12415
0.23875,0.276951, 0.0955002, 0.12415
0.276951,0.276951, 0.0859502, 0.0859502
0.276951,0.296051, 0.0668501, 0.0859502
0.305601,0.296051, 0.0668501, 0.0668501
0.305601,0.315151, 0.0477501, 0.0573001
0.391551,0.324701, 0.0477501, 0.0477501
0.382001,0.276951, 0.16235, 0.0477501
0.16235,0.276951, 0.16235, 0.276951
0.16235,0.10505, 0.343801, 0.276951
0.0859502,0.10505, 0.343801, 0.353351
0.0859502,0.0764001, 0.372451, 0.353351
0.0573001,0.0764001, 0.372451, 0.382001
0.0573001,0.0477501, 0.391551, 0.382001
0.0286501,0.0382001, 0.401101, 0.324701
0.0382001,0.14325, 0.2101, 0.315151
0.2292,0.1528, 0.20055, 0.12415
0.21965,0.267401, 0.0859502, 0.1146
0.267401,0.25785, 0.0859502, 0.0764001
0.267401,0.286501, 0.0668501, 0.0764001
0.296051,0.286501, 0.0668501, 0.0573001
0.296051,0.305601, 0.0477501, 0.0573001
0.496601,0.315151, 0.0382001, 0.0382001
0.496601,0.611201, 0.1528, 0.0382001
0.725801,0.611201, 0.1528, 0.25785
0.725801,0.630301, 0.362901, 0.267401
0.735351,0.639851, 0.372451, 0.525251
0.735351,0.620751, 0.668501, 0.534801
0.630301,0.620751, 0.678051, 0.649401
0.620751,0.487051, 0.744901, 0.649401
